id,date,abstract
10.1103/PhysRevE.83.046319,2011-04-28,We study the Markov property of experimental velocity data of different homogeneous isotropic turbulent flows In particular we examine the stochastic cascade process of nested velocity increments r u x r u x as a function of scale r for different nesting structures It was found in previous work that for a certain nesting structure the stochastic process of r has the Markov property for step sizes larger than the so called Einstein Markov coherence length l EM which is of the order of magnitude of the Taylor microscale Phys Lett A We now show that if a reasonable definition of the effective step size of the process is applied this result holds independently of the nesting structure Furthermore we analyze the stochastic process of the velocity u as a function of the spatial position x Although this process does not have the exact Markov property a characteristic length scale l u x l EM can be identified on the basis of a statistical test for the Markov property Using a method based on the matrix of transition probabilities we examine the significance of the non Markovian character of the velocity u x for the statistical properties of turbulence
10.1103/PhysRevE.83.061603,2011-06-10,The Brownian motion and aggregation of particles in nanofluids often lead to the formation of solid film solid structures The molecular thin film confined between nanoparticles may have non negligible effects on thermal conduction among nanoparticles Using nonequilibrium molecular dynamics simulations we study thermal conduction across the Ag particle Ar thin film interface If the film contains only one molecular layer we find that the solid film interfacial thermal resistance R SF is about order of magnitude smaller than the solid liquid bulk interfacial thermal resistance R SL If there are two or more molecular layers in the film it is shown that R SF increases rapidly toward R SL as film thickness increases By comparing the vibrational density of states of Ag atoms and Ar molecules in the film we demonstrate that the low thermal resistance in the monolayer film case is caused by the resonant thermal transport between Ag particles and Ar thin films
10.1103/PhysRevE.83.061129,2011-06-20,Using the generic example of Ising spins on scale free networks we demonstrate that degree degree correlations can induce a large number of thermodynamically stable states in networks that otherwise exhibit only the two completely ordered states The additional stable states are related to the layered network structure As one increases the temperature a cascade of first order phase transitions is found at which some layers of the network become disordered while others remain ordered Negative degree degree correlations are found to stabilize ordered layers against thermal fluctuations Positively correlated networks can exhibit an infinite number of ground states and phase transitions while in negatively correlated networks both numbers are finite
10.1103/PhysRevD.84.014010,2011-07-06,Parity violating electron deuteron scattering can potentially provide a clean access to electroweak couplings that are sensitive to physics beyond the standard model However hadronic effects can contaminate their extraction from high precision measurements Power suppressed contributions are one of the main sources of uncertainties along with charge symmetry violating effects in leading twist parton densities In this work we calculate the twist four correlation functions contributing to the left right polarization asymmetry making use of nucleon multiparton light cone wave functions
10.1103/PhysRevC.84.025501,2011-08-25,Time reversal invariance violating and parity conserving effects for low energy elastic neutron deuteron scattering are calculated for meson exchange and effective field theory type potentials in a distorted wave born approximation using realistic hadronic wave functions obtained by solving three body Faddeev equations in configuration space
10.1103/PhysRevB.84.125444,2011-09-28,In this paper we present computational results for C based solids We propose structures that are shown to be energetically more favorable and stable than previously suggested structures The so called quasigraphite phase and base centered monoclinic type structures are found to be the energetically most favorable The molecular dynamics stability of suggested structures was studied via constant temperature and constant pressure techniques and by examining phonon dispersion curves All the predicted structures demonstrate high stability with respect to temperature and external load By changing the geometry the electronic properties can be varied from metallic to insulating
10.1103/PhysRevD.85.015001,2012-01-03,We propose the minimal least version of the supersymmetric standard model which can solve the hierarchy problem in the same way as the so called minimal supersymmetric standard model and presents solutions to some of its problems Supersymmetry is broken in a secluded sector and mediated to the observable sector by messengers of a gauge group G under which the first two generations transform The group G spontaneously breaks almost supersymmetrically at a scale at most a few orders of magnitude below the scale of gauge messengers M GeV By gauge mediation sfermions of the first two generations acquire supersymmetry breaking masses m TeV Supersymmetry breaking is also mediated by gravity which generates masses for all sfermions Higgsinos and gauginos at the TeV scale and can provide appropriate values to the and B parameters by D term effective operators If gravity mediation is minimal flavor violating there is no supersymmetric flavor problem In the presence of R parity dark matter can be the lightest neutralino as in the minimal supersymmetric standard model and the LHC model phenomenology is characterized by the fact that only third generation squarks and sleptons are present
10.1103/PhysRevD.85.043009,2012-02-14,It is often stated that the cosmological vector mode has only a decaying mode and gives negligible effects on cosmological observations The vector mode however has a growing mode if there exists anisotropic stress in energy distributions in the universe In this paper we consider a primordial vector mode sustained by free streaming neutrinos and its associated magnetic field generation First we put an observational constraint on the amount of the vector mode from the year WMAP data The constraint is found as r v r where r v and r are the amounts of vector and tensor perturbation amplitudes with respect to the scalar one respectively Second we calculate the spectrum of magnetic fields inevitably created from the primordial vector mode given the constraint on r v It is found that the maximum amount of magnetic fields generated from the vector mode is given by B G r v k n v with n v being a spectral index of the vector mode We find a nontrivial cancellation of the magnetic field generation in the radiation dominated era which creates a characteristic cutoff in the magnetic field spectrum around k Mpc
10.1103/PhysRevD.85.035021,2012-02-21,We investigate the prospects for the discovery of a neutral Higgs boson produced in association with a b quark followed by the Higgs decay into a pair of bottom quarks p p b b b b X at the CERN Large Hadron Collider LHC within the framework of unified supersymmetric models The Higgs boson can be a heavy scalar H or a pseudoscalar A Furthermore this direct discovery channel is compared with the indirect Higgs searches in the rare decay B s at hadron colliders Promising results are found for the minimal supergravity model the anomaly mediated supersymmetry breaking model and the gauge mediated supersymmetry breaking model We find that the indirect search for B B s is complementary to the direct search for b b b b with s TeV and an integrated luminosity L of fb In the anomaly mediated supersymmetry breaking and gauge mediated supersymmetry breaking models b b b b with L fb covers a larger area in the parameter space than B B s In addition we present constraints from b s and muon anomalous dipole moment a on the parameter space
10.1103/PhysRevA.85.033622,2012-03-16,We investigate theoretically the prospect of realizing a topological superfluid in one dimensional spin orbit coupled atomic Fermi gases under a Zeeman field in harmonic traps In the absence of spin orbit coupling it is well known that the system is either a Bardeen Cooper Schrieffer superfluid or an inhomogeneous Fulde Ferrell Larkin Ovchinnikov FFLO superfluid Here we show that with spin orbit coupling it could be driven into a topological superfluid which supports zero energy Majorana modes However in the weakly interacting regime the topological superfluid prefers to stay at the trap edge in contrast to a FFLO superfluid which occurs near the trap center As a result it is unlikely to experimentally observe an inhomogeneous FFLO superfluid with topo logical order without specifically tailoring the geometry or other parameters of the Fermi cloud
10.1103/PhysRevB.85.134105,2012-04-16,Mixed Cu In x Cr x P S crystals of ferrielectric CuInP S and antiferroelectric CuCrP S were investigated by means of broadband dielectric spectroscopy mHz GHz for several values of x The phase boundary between the ferrielectric phase and the dipolar glass state was found to lie between and and a similar boundary between the dipolar glass state and the antiferroelectric phase is observed to be located between and The dipole freezing results in a broad distribution of the relaxation times The parameters of the double well potentials the local polarization distribution function and glass order parameter have been extracted from the dielectric measurements From these results the complete phase diagram has been constructed
10.1103/PhysRevD.85.125013,2012-06-11,Using the noncommutative deformed canonical commutation relations proposed by Carmona et al J M Carmona J L Cort s J Gamboa and F Mendez J High Energy Phys J Gamboa J Lop z Sarrion and A P Polychronakos Phys Lett B J M Carmona J L Cort s Ashok Das J Gamboa and F Mendez Mod Phys Lett A a model describing the dynamics of the noncommutative complex scalar field is proposed The noncommutative field equations are solved and the vacuum energy is calculated to the second order in the parameter of noncommutativity As an application to this model the Casimir effect due to the zero point fluctuations of the noncommutative complex scalar field is considered It turns out that in spite of its smallness the noncommutativity gives rise to a repulsive force at the microscopic level leading to a modified Casimir potential with a minimum at the point a min
10.1103/PhysRevD.86.024038,2012-07-25,We propose a new method for investigating the global properties of the retarded Green s function G R x x for fields propagating on an arbitrary globally hyperbolic spacetime Our method combines the Hadamard form for G R this form is only valid within a normal neighborhood of x together with Kirchhoff s integral representation for the field in order to calculate G R outside the maximal normal neighborhood of x As an example we apply this method to the case of a scalar field on a black hole toy model spacetime the Pleba ski Hacyan spacetime M S The method allows us to determine in an exact manner that the singularity structure of the direct term in the Hadamard form for G R x x changes from a form to after the null geodesic joining x and x has crossed a caustic point where is the world function Furthermore there is a change of form from a Heaviside step function H to a ln in the tail term which has not been explicitly noted before in the literature We complement the results from the Kirchhoff integral method with an analysis for large of the Green s function modes This analysis allows us to determine the singularity structure after null geodesics have crossed an arbitrary number of caustics although it raises a causality issue which the Kirchhoff integral method resolves Because of the similarity in the caustic structure of the spacetimes we expect our main results for wave propagation to be valid also on Schwarzschild spacetime
10.1103/PhysRevA.86.053404,2012-11-05,Single photon ionization of a hydrogen atom irradiated by two time delayed isolated attosecond pulses is theoretically investigated by numerically solving the fully three dimensional time dependent Schr dinger equation It is demonstrated that the analysis of the angular resolved electron energy spectrum showing a complex interference pattern allows one to completely retrieve the difference between the energy dependent phases of the electron wave packets generated by the two delayed attosecond pulses Moreover it is shown that in the case of a pair of excitation pulses with the same chirp rate the proposed interferometric technique can be used to measure the difference between the carrier envelope phase values of two attosecond pulses
10.1103/PhysRevE.86.052103,2012-11-26,A microscopic characterization based on the thermodynamic curvature R is proposed for first order liquid gas phase transitions Near the critical point where R is proportional to the correlation volume we propose that R takes the same value in the coexisting phases This proposal allows a determination of the liquid gas coexistence curve with no use of the problematic Maxwell equal area construction Furthermore R allows a direct determination of the Widom line in the supercritical regime We illustrate with input from the van der Waals model and the National Institute of Standards and Technology Chemistry WebBook
10.1103/PhysRevB.86.235208,2012-12-26,We have observed a coherent spectral change of exciton polaritons in a ZnSe epitaxial layer through spectrally resolved four wave mixing spectroscopy The spectra exhibit an exchange of the dominant peak position between the different polariton branches depending on the delay time of the second pulse This result reflects the initial creation process of polaritons with many body interactions The calculation based on the exciton photon microscopic model reveals that the spectral change occurs due to the four particle correlations between heavy hole and light hole excitons it clearly shows the dynamical mixing process of exciton polaritons in the initial creation
10.1103/PhysRevD.87.014024,2013-01-29,We perform a comprehensive S U flavor analysis of charmed mesons decaying to two pseudoscalar S U octet mesons Taking into account S U breaking effects induced by the splitting of the quark masses m s m u d we find that existing data can be described by S U breaking of the order The requisite penguin enhancement to accommodate all data on C P violation tends to be even larger than the one extracted from a C P dir K K alone strengthening explanations beyond the standard model Despite the large number of matrix elements correlations between C P asymmetries allow one potentially to differentiate between different scenarios for the underlying dynamics as well as between the standard model and various extensions characterized by S U symmetry and its subgroups We investigate how improved measurements of the direct C P asymmetries in singly Cabibbo suppressed decays can further substantiate the interpretation of the data We show that particularly informative are the asymmetries in D versus D K K D s K S versus D K S K D D and D K S K S
10.1103/PhysRevB.87.085131,2013-02-25,By means of time dependent density matrix renormalization group calculations we study topological quantum pumping in a strongly interacting system The system under consideration is described by the Hamiltonian of a one dimensional extended Bose Hubbard model in the presence of a correlated hopping which breaks lattice inversion symmetry This model has been predicted to support topological pumping E Berg M Levin and E Altman Phys Rev Lett The pumped charge is quantized and of a topological nature We provide a detailed analysis of the finite size scaling behavior of the pumped charge and its deviations from the quantized value Furthermore we also analyze the nonadiabatic corrections due to the finite frequency of the modulation We consider two configurations a closed ring where the time dependence of the parameter induces a circulating current and a finite open ended chain where particles are dragged from one edge to the opposite edge due to the pumping mechanism induced by the bulk
10.1103/PhysRevA.87.031603,2013-03-25,The recent realization of mixed dimensional systems of cold atoms has attracted much attention from both experimentalists and theorists In this article we investigate a two species Fermi atom mixture one species of atom exists in two hyperfine states and is confined to move in a two leg ladder interacting with an on site interaction and the other moves freely in a two dimensional square lattice that contains the two leg ladder The two species of atoms interact via an on site interaction on the ladder In the limit of weak interspecies interactions the two dimensional gas can be integrated out leading to an effective long range mediated interaction in the ladder generated by the on site interspecies interaction We show that the form of the mediated interaction can be controlled by the density of the two dimensional gas and that it enhances the charge density wave instability in the two leg ladder after the renormalization group transformation Parametrizing the phase diagram with various experimentally controllable quantities we discuss the possible tuning of the macroscopic quantum many body phases of the two leg ladder in this mixed dimensional fermionic cold atom system
10.1103/PhysRevD.87.084067,2013-04-30,We attempt to calculate the point separated noise kernel for the self similar Tolman Bondi metric using a method similar to that developed by Eftekharzadeh et al for ultrastatic spacetimes referring to the work by Page In the case of formation of a naked singularity the noise kernel thus obtained is found to be regular except on the Cauchy horizon where it diverges The behavior of the noise in the case of the formation of a covered singularity is found to be regular This result seemingly renders backreaction non negligible which causes us to question the stability of the results obtained from the semiclassical treatment of the self similar Tolman Bondi metric
10.1103/PhysRevB.87.214417,2013-06-14,We report a combined experimental and theoretical study of the spin S nanomagnet Cu OH NIPA H O Cu NIPA Using thermodynamic electron spin resonance and H nuclear magnetic resonance measurements on one hand and ab initio density functional band structure calculations exact diagonalizations and a strong coupling theory on the other we derive a microscopic magnetic model of Cu NIPA and characterize the spin dynamics of this system The elementary fivefold Cu unit features an hourglass structure of two corner sharing scalene triangles related by inversion symmetry Our microscopic Heisenberg model comprises one ferromagnetic and two antiferromagnetic exchange couplings in each triangle stabilizing a single spin S doublet ground state GS with an exactly vanishing zero field splitting by Kramers theorem and a very large excitation gap of K Thus Cu NIPA is a good candidate for achieving long electronic spin relaxation T and coherence T times at low temperatures in analogy to other nanomagnets with low spin GS s Of particular interest is the strongly inhomogeneous distribution of the GS magnetic moment over the five Cu spins This is a purely quantum mechanical effect since despite the nonfrustrated nature of the magnetic couplings the GS is far from the classical collinear ferrimagnetic configuration Finally Cu NIPA is a rare example of a S nanomagnet showing an enhancement in the nuclear spin lattice relaxation rate T at intermediate temperatures
10.1103/PhysRevB.88.064203,2013-08-19,Using Gaussian integral transform techniques borrowed from functional integral field theory and the replica trick we derive a version of the coherent potential approximation CPA suited for describing i the diffusive hopping motion of classical particles in a random environment and ii the vibrational properties of materials with spatially fluctuating elastic coefficients in topologically disordered materials The effective medium in the present version of the CPA is not a lattice but a homogeneous and isotropic medium representing an amorphous material on a mesoscopic scale The transition from a frequency independent to a frequency dependent diffusivity conductivity is shown to correspond to the boson peak in the vibrational model The anomalous regimes above the crossover are governed by a complex frequency dependent self energy The boson peak is shown to be stronger for non Gaussian disorder than for Gaussian disorder We demonstrate that the low frequency nonanalyticity of the off lattice version of the CPA leads to the correct long time tails of the velocity autocorrelation function in the hopping problem and to low frequency Rayleigh scattering in the wave problem Furthermore we show that the present version of the CPA is capable of treating the percolative aspects of hopping transport adequately
10.1103/PhysRevB.88.195140,2013-11-21,Inspired by recent conflicting views on the order of the phase transition from an antiferromagnetic N el state to a valence bond solid we use the functional renormalization group to study the underlying quantum critical field theory which couples two complex matter fields to a noncompact gauge field In our functional renormalization group approach we only expand in covariant derivatives of the fields and use a truncation in which the full field dependence of all wave function renormalization functions is kept While we do find critical exponents which agree well with some quantum Monte Carlo studies and support the scenario of deconfined criticality we also obtain an irrelevant eigenvalue of small magnitude leading to strong corrections to scaling and slow convergence in related numerical studies
10.1103/PhysRevB.88.245446,2013-12-30,Here we discuss the possibility of modulating energy gaps of graphene nanoribbon bilayers with zigzag edges by applying electric fields The system is disposed in the Bernal configuration and is described by a Hubbard Hamiltonian We follow a Hartree Fock mean field theory to calculate the electronic properties of the system Under the action of a transversal electric field half metallicity is found One of the spin bands increases the gap energy as the intensity of the field is increased whereas the other decreases until achieving a null gap For a particular electric field range the system exhibits metallic and semiconducting features depending on the spin band Half metallicity is enhanced due to an extra effect for the bilayer system The presence of a robust plateau like in the gap versus field intensity diagram for an intermediate energy gap value of the semiconducting band The correlation of the gap plateau with local magnetizations and charge numbers in the two layers is investigated Further applied gate voltages on the ribbons are considered to investigate the possibilities of getting new physical responses for tilted electric field configurations Possible spintronic applications can be driven based on the differential spin band features achieved
10.1103/PhysRevA.88.062338,2013-12-30,The demonstration of quantum teleportation of a photonic qubit from Alice to Bob usually relies on data conditioned on detection at Bob s location I show that Bohm s Einstein Podolsky Rosen EPR paradox can be used to verify that the quantum benchmark for qubit teleportation has been reached without postselection This is possible for scenarios insensitive to losses at the generation station and with efficiencies of B for the teleportation process The benchmark is obtained if it is shown that Bob can steer Alice s record of the qubit as stored by Charlie EPR steering inequalities involving m measurement settings can also be used to confirm quantum teleportation for efficiencies B m if one assumes trusted detectors for Charlie and Alice Using proofs of monogamy I show that two setting EPR steering inequalities can signify secure teleportation of the qubit state
10.1103/PhysRevD.89.023007,2014-01-14,We study the entrainment effect between superfluid neutrons and charge neutral fluid called the proton fluid which is made of protons and electrons in a neutron star interior within the two fluid formalism and using a relativistic model where baryon baryon interaction is mediated by the exchange of and mesons This model of strong interaction also includes scalar self interactions The entrainment matrix and entrainment parameter are calculated using the parameter sets of Glendenning GL and another non linear NL interaction The inclusion of mesons strongly influences the entrainment parameter mom in a superfluid neutron star The entrainment parameter is constant at the core and drops rapidly at the surface It takes values within the physical range
10.1103/PhysRevD.89.064060,2014-03-25,We report on simulations in general relativity of magnetized disks accreting onto black hole binaries We vary the binary mass ratio from to and evolve the systems when they orbit near the binary disk decoupling radius We compare surface density profiles accretion rates relative to a single nonspinning black hole variability effective stress levels and luminosities as functions of the mass ratio We treat the disks in two limiting regimes rapid radiative cooling and no radiative cooling The magnetic field lines clearly reveal jets emerging from both black hole horizons and merging into one common jet at large distances The magnetic fields give rise to much stronger shock heating than the pure hydrodynamic flows completely alter the disk structure and boost accretion rates and luminosities Accretion streams near the horizons are among the densest structures in fact the no cooling evolution results in a refilling of the cavity The typical effective temperature in the bulk of the disk is M M L L edd K yielding characteristic thermal frequencies M M L L edd z Hz These systems are thus promising targets for many extragalactic optical surveys such as the LSST WFIRST and PanSTARRS
10.1103/PhysRevD.89.071903,2014-04-23,We present a new method to observe direct C P violation in D mesons using Bose symmetry and the Dalitz plot We apply the method to processes such as B D D P where P is either a K or a By choosing to reconstruct D mesons only through their decays into C P eigenstates we show that any asymmetry in the Dalitz plot can arise only through direct C P violation We further show how C P violation parameters can be determined Since the approach involves only Bose symmetry the method is applicable to any multibody process that involves D D in the final state We briefly discuss how B D D P can also be used in a similar way This method can also be applied to D D in the final state from continuum c c production
10.1103/PhysRevD.89.101501,2014-05-08,We prove that there are energetically stable bimetric theories These theories satisfy a positive energy theorem We construct a model example
10.1103/PhysRevD.89.103529,2014-05-22,In this work we are going to study the inflationary era of the Universe evolution by using second type of Randall Sundrum model RS II braneworld gravity It is supposed that the Universe is dominated by scalar field with noncanonical kinetic terms The kinetic term is supposed as a power law function and the work is performed for two typical cases Using recent observations the free parameters of the model are determined It is shown that theoretical results are in acceptable agreement with observational data Finally the time period of inflation is derived approximately and it is found out that the inflation could occur after the five dimensional Planck time
10.1103/PhysRevB.89.220102,2014-06-05,In the framework of density functional theory scaling and the virial theorem are essential tools for deriving the exact properties of density functionals Preexisting mathematical difficulties in deriving the virial theorem via scaling for periodic systems are resolved via a particular scaling technique This methodology is employed to derive universal properties of the exchange correlation energy functional for periodic systems
10.1103/PhysRevA.89.063625,2014-06-30,When a Bose Einstein condensate is divided into two parts that are subsequently released and overlap interference fringes are observed We show here that this interference is typical in the sense that most wave functions of the condensate randomly sampled out of a suitable ensemble display interference We make no hypothesis of decoherence between the two parts of the condensate
10.1103/PhysRevE.90.012802,2014-07-02,I examine the mean consensus time i e exit time of the voter model in the so called two clique graph The two clique graph is composed of two cliques interconnected by some links and considered as a toy model of networks with community structure or multilayer networks I analytically show that as the number of interclique links per node is varied the mean consensus time experiences a crossover between a fast consensus regime i e O N and a slow consensus regime i e O N where N is the number of nodes The fast regime is consistent with the result for homogeneous well mixed graphs such as the complete graph The slow regime appears only when the entire network has O interclique links The present results suggest that the effect of community structure on the consensus time of the voter model is fairly limited
10.1103/PhysRevD.90.083519,2014-10-20,The primordial lithium abundance inferred from spectroscopic observations of metal poor stars is times smaller than the theoretical prediction in the standard big bang nucleosynthesis BBN model We assume a simple model composed of standard model particles and a sterile neutrino H with mass of O MeV which decays long after BBN We then investigate cosmological effects of a sterile neutrino decay and check if a sterile neutrino can reduce the primordial lithium abundance We formulate the injection spectrum of nonthermal photon induced by the H decay We take into account the generation of electrons and positrons e s and active neutrinos at the H decay the primary photon production via the inverse Compton scattering of cosmic background radiation CBR by energetic e and electromagnetic cascade showers induced by the primary photons The steady state injection spectrum is then derived as a function of the H mass and the photon temperature The H decay produces energetic active neutrinos which are not thermalized and e s which are thermalized We then derive formulas relevant to the H decay rates and formulas for the baryon to photon ratio and effective neutrino number N eff The initial abundance mass and lifetime of H are taken as free parameters We then consistently solve the cosmic thermal history nonthermal nucleosynthesis induced by the nonthermal photons the value and the N eff value We find that an effective Be destruction can occur only if the sterile neutrino decays at photon temperature T O keV Amounts of energy injection at the H decay are constrained from limits on primordial D and Li abundances the N eff value and the CBR energy spectrum We find that Be is photodisintegrated and the Li problem is partially solved for the lifetime s and the mass MeV Be destruction by more than a factor of is not possible because of an associated D overdestruction In the parameter region the value is decreased slightly while the N eff value is increased by a factor of N eff In this study errors in photodisintegration cross sections of Be He and Li H that have propagated through the literature are corrected and new functions are derived based on recent nuclear experiments It is found that the new photodisintegration rates are to times smaller than the old rates The correct cross sections thus indicate significantly smaller efficiencies of Be and Li photodisintegration Abundances of sterile neutrino necessary for the Li reduction are much smaller than thermal freeze out abundances The relic sterile neutrino therefore must be diluted between the freeze out and BBN epochs by some mechanism
10.1103/PhysRevD.90.114006,2014-12-01,The W W cross section has remained one of the most consistently discrepant channels compared to Standard Model SM predictions at the LHC measured by both ATLAS and CMS at and TeV Developing a better modeling of this channel is crucial to understanding properties of the Higgs and potential new physics In this paper we investigate the effects of next to next to leading log transverse momentum resummation in measuring the W W cross section In the formalism we employ transverse momentum resummation does not change the total inclusive cross section but gives a more accurate prediction for the p T distribution of the diboson system By reweighting the p T distribution of events produced by Monte Carlo generators we find a systematic shift that decreases the experimental discrepancy with the SM prediction by approximately depending on the Monte Carlo generator and parton shower used The primary effect comes from the jet veto cut used by both experiments We comment on the connections to jet veto resummation and other methods the experiments can use to test this effect We also discuss the correlation of resummation effects in this channel with other diboson channels Ultimately p T resummation improves the agreement between the SM and experimental measurements for most generators but does not account for the measured difference with the SM and further investigations into this channel are needed
10.1103/PhysRevE.91.031001,2015-03-10,At high angles of attack an aircraft wing stalls This dreaded event is characterized by the development of a leading edge vortex on the upper surface of the wing followed by its shedding which causes a drastic drop in the aerodynamic lift At similar angles of attack the leading edge vortex on an insect wing or an autorotating seed membrane remains robustly attached ensuring high sustained lift What are the mechanisms responsible for both leading edge vortex attachment and high lift generation on revolving wings We review the three main hypotheses that attempt to explain this specificity and using direct numerical simulations of the Navier Stokes equations we show that the latter originates in Coriolis effects
10.1103/PhysRevD.91.065038,2015-03-31,We explicitly calculate the one loop K hlerian effective potential for the supersymmetric topologically massive gauge theory in four dimensions that involves two gauge superfields the usual scalar one and the spinor one originally introduced by Siegel coupled to a chiral scalar matter
10.1103/PhysRevB.91.241402,2015-06-10,We describe the conductance of a normal superconducting junction in systems with Landau levels that preserve time reversal symmetry Those Landau levels have been observed in strained honeycomb lattices The current is carried along the edges in both the normal and superconducting regions When the Landau levels in the normal region are half filled the Andreev reflection is maximal and the conductance plateaus have a peak as a function of the filling factor The height of those peaks is quantized at e h The interface of the junction has Andreev edge states which form a coherent superposition of electrons and holes that can carry a net valley current We identify unique experimental signatures for superconductivity in time reversal invariant Landau levels
10.1103/PhysRevA.92.012521,2015-07-27,It is demonstrated that the TaN molecule is the best candidate to search for a T P violating nuclear magnetic quadrupole moment MQM and it looks promising for the search for other T P odd effects We report results of coupled cluster calculations of T P odd effects in TaN produced by the Ta nucleus MQM electron electric dipole moment EDM and scalar pseudoscalar nucleus electron interactions as well as of the molecule axis hyperfine structure constant and dipole moment Nuclear calculations of Ta MQM are performed to express the T P odd effect in terms of the strength constants of T P odd nuclear forces proton and neutron EDM QCD parameter and quark chromo EDM
10.1103/PhysRevB.92.085127,2015-08-17,Using density functional theory we have studied the electronic and magnetic properties of two promising compounds that can be used as cathode materials namely Na Fe P O N and Na TiP O N When Na is extracted we found the volume change to be quite small with values of for Na TiP O N and for Na Fe P O N Our calculated voltages with the Hubbard type correction GGA U approximation are V for Na TiP O N Na TiP O N and V for Na Fe P O N NaFe P O N in good agreement with the experimental data Our results confirm that these compounds are very promising for rechargeable Na ion batteries
10.1103/PhysRevD.92.054033,2015-09-25,Heavy resonances are an integral part of many extensions of the standard model The discovery of such heavy resonances are a primary goal at the LHC and future hadron colliders When a particle with TeV scale mass decays into electroweak scale objects these objects are highly boosted and their decay products are then strongly collimated possibly to an extent that they cannot be resolved in the calorimeters of the detectors any more We develop taggers for electroweak scale resonances by combining the good energy resolution of the hadronic calorimeter with the superior spatial resolution of the tracking detector Using track based techniques we reconstruct heavy W and Z bosons and constrain the branching ratio of the rare Higgs boson decay H Z A l l jets The taggers show a good momentum independent performance up to very large boosts Using the proposed techniques will allow experiments at the LHC and a future hadron collider to significantly extend its reach in searches for heavy resonances
10.1103/PhysRevC.92.044323,2015-10-23,Isoscalar giant resonances in Zr have been studied with inelastic scattering of MeV particles at small angles including A significant fraction of the energy weighted sum rule EWSR was found for isoscalar E E E and high energy octupole E resonances in Zr respectively Hartree Fock random phase approximation RPA calculations were made for each multipole using the KDE v Skyrme type effective nucleon nucleon interaction and the results are compared to the experimental distributions
10.1103/PhysRevB.92.184503,2015-11-04,We report on studies of quantum turbulence with second sound in superfluid He in which the turbulence is generated by the flow of the superfluid component through a wide square channel the ends of which are plugged with sintered silver superleaks the flow being generated by compression of a bellows The superleaks ensure that there is no net flow of the normal fluid In an earlier paper S Babuin et al Phys Rev B we have shown that steady flow of this kind generates a density of vortex lines that is essentially identical to that generated by thermal counterflow when the average relative velocity between the two fluids is the same In this paper we report on studies of the temporal decay of the vortex line density observed when the bellows is stopped and we compare the results with those obtained from the temporal decay of thermal counterflow remeasured in the same channel and under the same conditions In both cases there is an initial fast decay which for low enough initial line density approaches for a short time the form t characteristic of the decay of a random vortex tangle This is followed at late times by a slower t decay characteristic of the decay of large quasiclassical eddies However in the range of investigated parameters we observe always in the case of thermal counterflow and only in a few cases of high steady state velocity in superflow an intermediate regime in which the decay either does not proceed monotonically with time or passes through a point of inflexion This difference established firmly by our experiments might represent one essential ingredient for the full theoretical understanding of counterflow turbulence
10.1103/PhysRevB.92.245113,2015-12-09,We analyze the magnetic form factor of Cu in low dimensional quantum magnets by taking the metal ligand hybridization into account explicitly In this analysis we use the form of magnetic Wannier orbitals derived from first principles calculations and identify contributions of different atomic sites We demonstrate that covalency of metal ligand interactions has a strong effect on the magnetic form factor and must be taken into account in the evaluation of magnetic neutron scattering The use of covalent form factors facilitates quantitative description of inelastic neutron scattering data for BaCuSi O that would not be possible when ionic form factors are used We also propose easy to use approximations of the partial orbital contributions to the magnetic form factor in order to give microscopic explanation for the results obtained in previous first principles studies
